id,genre_Action,genre_Adventure,genre_Casual,genre_Early Access,genre_Free to Play,genre_Indie,genre_RPG,genre_Racing,genre_Simulation,genre_Sports,genre_Strategy,genre_VR,publisher,price,early_access,developer,release_year
440.0,1,0,0,0,1,0,0,0,0,0,0,0,Valve,0.0,False,Valve,2007
500.0,1,0,0,0,0,0,0,0,0,0,0,0,Valve,19.99,False,Valve,2008
550.0,1,0,0,0,0,0,0,0,0,0,0,0,Valve,19.99,False,Valve,2009
620.0,1,1,0,0,0,0,0,0,0,0,0,0,Valve,19.99,False,Valve,2011
630.0,1,0,0,0,0,0,0,0,0,0,0,0,Valve,0.0,False,Valve,2010
730.0,1,0,0,0,0,0,0,0,0,0,0,0,Valve,14.99,False,Valve,2012
1002.0,0,0,0,0,0,1,0,0,0,0,0,0,Mark Healey,9.99,False,Mark Healey,2005
1200.0,1,0,0,0,0,0,0,0,0,0,0,0,Tripwire Interactive,9.99,False,Tripwire Interactive,2006
1230.0,1,0,0,0,0,0,0,0,0,0,0,0,Tripwire Interactive,0.0,False,Sandstorm Productions,2008
1250.0,1,0,0,0,0,0,0,0,0,0,0,0,Tripwire Interactive,19.99,False,Tripwire Interactive,2009
1256.0,1,0,0,0,0,0,0,0,0,0,0,0,Tripwire Interactive,7.99,False,Tripwire Interactive,2009
1257.0,1,0,0,0,0,0,0,0,0,0,0,0,Tripwire Interactive,7.99,False,Tripwire Interactive,2010
1280.0,1,0,0,0,0,0,0,0,1,0,0,0,Darklight Games,0.0,False,Darklight Games,2009
1300.0,1,0,0,0,0,0,0,0,0,0,0,0,Ritual Entertainment,9.99,False,Ritual Entertainment,2006
1500.0,0,0,0,0,0,1,0,0,0,0,1,0,Introversion Software,9.99,False,Introversion Software,2005
1510.0,0,0,0,0,0,1,0,0,0,0,1,0,Introversion Software,9.99,False,Introversion Software,2006
1520.0,0,0,0,0,0,1,0,0,0,0,1,0,Introversion Software,9.99,False,Introversion Software,2006
1530.0,0,0,0,0,0,1,0,0,0,0,0,0,Introversion Software,9.99,False,Introversion Software,2008
1600.0,0,0,0,0,0,0,0,0,0,0,1,0,Strategy First,14.99,False,Sonalysts,2006
1610.0,0,0,0,0,0,0,0,0,0,0,1,0,Strategy First,9.99,False,Malfador Machinations,2006
1620.0,0,0,0,0,0,0,0,0,0,0,1,0,Strategy First,19.99,False,Strategy First,2006
1630.0,0,0,0,0,0,0,0,0,0,0,1,0,Strategy First,6.99,False,Strategy First,2006
1640.0,0,0,0,0,0,0,0,0,0,0,1,0,Strategy First,6.99,False,Strategy First,2006
1670.0,0,0,0,0,0,0,0,0,0,0,1,0,Strategy First,4.99,False,Strategy First,2006
1690.0,0,0,0,0,0,0,0,0,0,0,1,0,Strategy First,14.99,False,Malfador Machinations,2006
1700.0,0,0,0,0,0,0,1,0,0,0,0,0,Arkane Studios,4.99,False,Arkane Studios,2002
1900.0,0,0,0,0,0,0,0,0,0,0,1,0,"Topware Interactive, ACE",4.99,False,Reality Pump Studios,2006
1930.0,0,0,0,0,0,0,1,0,0,0,0,0,Topware Interactive,9.99,False,Reality Pump Studios,2009
2100.0,1,0,0,0,0,0,1,0,0,0,0,0,Ubisoft,9.99,False,Arkane Studios,2006
2200.0,1,0,0,0,0,0,0,0,0,0,0,0,id Software,14.99,False,id Software,1999
2210.0,1,0,0,0,0,0,0,0,0,0,0,0,Bethesda Softworks,14.99,False,RavenSoft / id Software,2005
2270.0,1,0,0,0,0,0,0,0,0,0,0,0,id Software,4.99,False,id Software,1994
2280.0,1,0,0,0,0,0,0,0,0,0,0,0,id Software,4.99,False,id Software,1995
2290.0,1,0,0,0,0,0,0,0,0,0,0,0,id Software,4.99,False,id Software,1996
2300.0,1,0,0,0,0,0,0,0,0,0,0,0,id Software,4.99,False,id Software,1994
2310.0,1,0,0,0,0,0,0,0,0,0,0,0,id Software,4.99,False,id Software,2007
2320.0,1,0,0,0,0,0,0,0,0,0,0,0,id Software,4.99,False,id Software,1997
2330.0,1,0,0,0,0,0,0,0,0,0,0,0,id Software,2.99,False,Xatrix Entertainment,1998
2340.0,1,0,0,0,0,0,0,0,0,0,0,0,id Software,2.99,False,Rogue Entertainment,1998
2350.0,1,0,0,0,0,0,0,0,0,0,0,0,id Software,14.99,False,id Software,2000
2360.0,1,0,0,0,0,0,0,0,0,0,0,0,id Software,4.99,False,Raven Software,1995
2370.0,1,0,0,0,0,0,0,0,0,0,0,0,id Software,4.99,False,Raven Software,1996
2390.0,1,0,0,0,0,0,0,0,0,0,0,0,id Software,4.99,False,Raven Software,2007
2400.0,1,0,0,0,0,1,1,0,0,0,0,0,Blazing Griffin Ltd.,9.99,False,Outerlight Ltd.,2006
2420.0,1,0,0,0,0,1,1,0,0,0,0,0,Blazing Griffin Ltd.,9.99,False,Outerlight Ltd.,2006
2450.0,1,0,0,0,0,0,0,0,0,0,0,0,Ubisoft,4.99,False,Outerlight Ltd.,2010
2500.0,1,0,0,0,0,0,0,0,0,0,0,0,Frozenbyte,6.99,False,Frozenbyte,2006
2520.0,0,0,1,0,0,1,0,0,0,0,0,0,"CINEMAX, s.r.o.",4.99,False,"CINEMAX, s.r.o.",2006
2590.0,1,0,0,0,0,0,0,0,0,0,0,0,Bohemia Interactive,4.99,False,Black Element,2007
2600.0,1,0,0,0,0,0,0,0,0,0,0,0,Activision,19.99,False,Troika Games,2004
2610.0,1,0,0,0,0,0,0,0,0,0,0,0,Activision,19.99,False,Neversoft,2005
2620.0,1,0,0,0,0,0,0,0,0,0,0,0,Activision,19.99,False,Infinity Ward,2003
2630.0,1,0,0,0,0,0,0,0,0,0,0,0,"Activision, Aspyr (Mac)",19.99,False,"Infinity Ward,Aspyr (Mac)",2005
2640.0,1,0,0,0,0,0,0,0,0,0,0,0,Activision,19.99,False,Gray Matter Studios,2004
2700.0,0,0,0,0,0,0,0,0,1,0,1,0,"Atari, Aspyr (Mac)",19.99,False,"Frontier,Aspyr (Mac)",2006
2710.0,1,0,0,0,0,0,0,0,0,0,0,0,Atari,2.99,False,Eugen Systems,2005
2720.0,1,0,0,0,0,1,0,0,0,0,1,0,Atari,9.99,False,Iocaine Studios,2007
2780.0,1,0,0,0,0,0,0,0,0,0,0,0,Bohemia Interactive,7.99,False,Bohemia Interactive,2007
2800.0,0,0,0,0,0,0,0,0,0,0,1,0,Egosoft,4.99,False,Egosoft,2003
2810.0,0,0,0,0,0,0,0,0,0,0,1,0,Egosoft,9.99,False,Egosoft,2005
2820.0,1,0,0,0,0,0,0,0,1,0,1,0,Egosoft,15.99,False,Egosoft,2008
2840.0,0,0,0,0,0,0,0,0,1,0,1,0,Egosoft,4.99,False,Egosoft,1999
2850.0,0,0,0,0,0,0,0,0,1,0,1,0,Egosoft,4.99,False,Egosoft,2000
2870.0,1,0,0,0,0,0,0,0,1,0,0,0,Egosoft,29.99,False,Egosoft,2013
2900.0,0,0,0,0,0,0,0,0,0,0,1,0,Strategy First,9.99,False,Sonalysts,1997
2910.0,0,0,0,0,0,0,0,0,0,0,1,0,Strategy First,9.99,False,Sonalysts,1999
2920.0,0,0,0,0,0,0,0,0,0,0,1,0,Strategy First,9.99,False,Sonalysts,2001
2990.0,0,0,0,0,0,0,0,1,0,0,0,0,Strategy First,9.99,False,Bugbear Entertainment,2006
3010.0,0,0,0,0,0,0,0,1,0,0,0,0,Techland,4.99,False,Techland,2006
3020.0,1,0,0,0,0,0,0,0,0,0,0,0,Techland,9.99,False,Techland,2007
3050.0,0,0,0,0,0,0,0,1,0,0,0,0,Techland,4.99,False,Techland,2006
3130.0,0,0,0,0,0,0,0,0,0,0,1,0,"1C Company, 1C-SoftClub",4.99,False,1C Company,2009
3170.0,0,0,0,0,0,0,1,0,0,0,1,0,1C Company,9.99,False,Katauri Interactive,2009
3230.0,0,0,0,0,0,0,0,0,0,0,1,0,THQ Nordic,4.99,False,Metamorf,2007
3260.0,0,1,1,0,0,0,0,0,0,0,0,0,THQ Nordic,4.99,False,Kheops Studio,2006
3270.0,1,0,0,0,0,0,0,0,0,0,0,0,THQ Nordic,4.99,False,Mindware Studios,2007
3300.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2006
3310.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2006
3320.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2006
3330.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2006
3340.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2006
3350.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2006
3360.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2006
3380.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2006
3390.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2006
3400.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2006
3410.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2006
3420.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2006
3430.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2006
3440.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2006
3450.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2006
3460.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2006
3480.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2007
3483.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",0.0,False,"PopCap Games, Inc.",2007
3490.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"Retro64, Inc.",2007
3500.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,SpinTop Games,2007
3510.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,SpinTop Games,2007
3520.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,SpinTop Games,2008
3530.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,SpinTop Games,2008
3540.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2008
3560.0,0,0,1,0,0,0,0,0,0,0,1,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2008
3570.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,SpinTop Games,2009
3580.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2008
3590.0,0,0,0,0,0,0,0,0,0,0,1,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2009
3600.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,SpinTop Games,2009
3610.0,0,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,SpinTop Games,2009
3620.0,1,0,1,0,0,0,0,0,0,0,0,0,"PopCap Games, Inc.",4.99,False,"PopCap Games, Inc.",2009
3700.0,1,0,0,0,0,0,0,0,0,0,0,0,Rebellion,7.99,False,Rebellion,2005
3710.0,1,0,0,0,0,0,0,0,0,0,0,0,Rebellion,7.99,False,Rebellion,2005
3720.0,0,0,0,0,0,0,0,0,0,0,1,0,Rebellion,9.99,False,Elixir Studios,2004
3730.0,1,0,0,0,0,0,0,0,0,0,0,0,Rebellion,4.99,False,Rebellion,2000
3800.0,1,0,0,0,0,0,0,0,0,0,0,0,Majesco,9.99,False,GlyphX Games,2005
3810.0,1,0,0,0,0,0,0,0,0,0,0,0,Majesco,9.99,False,Terminal Reality,2003
3820.0,1,0,0,0,0,0,0,0,0,0,0,0,Majesco,9.99,False,Terminal Reality,2005
3830.0,1,0,0,0,0,0,0,0,0,0,0,0,Double Fine Productions,9.99,False,Double Fine Productions,2005
3838.0,1,0,0,0,0,0,0,0,0,0,0,0,Double Fine Productions,4.99,False,Double Fine Productions,2012
3839.0,1,0,0,0,0,0,0,0,0,0,0,0,Double Fine Productions,4.99,False,Double Fine Productions,2012
3900.0,0,0,0,0,0,0,0,0,0,0,1,0,2K Games,19.99,False,Firaxis Games,2005
3910.0,0,0,0,0,0,0,0,0,0,0,1,0,2K Games,4.99,False,Firaxis Games,2001
3920.0,0,0,0,0,0,0,1,0,0,0,0,0,2K Games,9.99,False,Firaxis Games,2005
3960.0,0,0,0,0,0,0,0,0,0,0,1,0,2K Games,4.99,False,PopTop,2005
3980.0,0,0,0,0,0,0,0,0,0,0,1,0,2K Games,9.99,False,"FireFly Studios,Firaxis Games",2006
3990.0,0,0,0,0,0,0,0,0,0,0,1,0,2K Games,4.99,False,Firaxis Games,2006
4000.0,0,0,0,0,0,1,0,0,1,0,0,0,Valve,9.99,False,Facepunch Studios,2006
4100.0,0,0,1,0,0,1,0,0,0,0,1,0,Funkitron,9.99,False,Funkitron,2006
4230.0,0,0,0,0,0,0,0,1,0,0,0,0,SimBin,39.99,False,SimBin,2006
4290.0,0,0,0,0,0,0,0,1,0,0,0,0,SimBin,4.99,False,SimBin,2007
4300.0,1,0,0,0,0,1,0,0,0,0,0,0,Naked Sky Entertainment,9.99,False,Naked Sky Entertainment,2006
4420.0,0,0,0,0,0,0,1,0,0,0,0,0,Focus Home Interactive,9.99,False,Monte Cristo,2007
4460.0,0,0,0,0,0,0,0,0,1,0,1,0,Focus Home Interactive,9.99,False,Monte Cristo,2008
4470.0,0,0,0,0,0,0,1,0,0,0,0,0,Focus Home Interactive,9.99,False,Monte Cristo,2008
4500.0,1,0,0,0,0,0,1,0,0,0,0,0,GSC Game World,19.99,False,GSC Game World,2007
4520.0,1,0,0,0,0,0,0,0,0,0,1,0,THQ Nordic,9.99,False,Pandemic Studios,2004
4530.0,1,0,0,0,0,0,0,0,0,0,1,0,THQ Nordic,9.99,False,Pandemic Studios,2006
4560.0,1,0,0,0,0,0,0,0,0,0,1,0,SEGA,19.99,False,Relic Entertainment,2006
4570.0,0,0,0,0,0,0,0,0,0,0,1,0,SEGA,12.99,False,Relic Entertainment,2006
4580.0,0,0,0,0,0,0,0,0,0,0,1,0,SEGA,12.99,False,Relic Entertainment,2006
4700.0,0,0,0,0,0,0,0,0,0,0,1,0,"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",19.99,False,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2006
4720.0,1,0,0,0,0,0,0,0,0,0,0,0,SEGA,14.95,False,Monolith,2006
4760.0,0,0,0,0,0,0,0,0,0,0,1,0,SEGA,9.99,False,The Creative Assembly,2004
4770.0,0,0,0,0,0,0,0,0,0,0,1,0,SEGA,4.99,False,The Creative Assembly,2006
4780.0,0,0,0,0,0,0,0,0,0,0,1,0,"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",11.99,False,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2007
4800.0,0,0,0,0,0,0,0,0,0,0,1,0,GSC Game World,14.99,False,GSC Game World,2006
4850.0,0,0,0,0,0,0,0,0,0,0,1,0,GSC World Publishing,4.99,False,GSC Game World,2002
4856.0,0,0,0,0,0,0,0,0,0,0,1,0,GSC World Publishing,3.99,False,GSC Game World,2011
4870.0,0,0,0,0,0,0,0,0,0,0,1,0,GSC World Publishing,4.99,False,GSC Game World,2002
4880.0,0,0,0,0,0,0,0,0,0,0,1,0,GSC World Publishing,4.99,False,GSC Game World,2001
4890.0,0,0,0,0,0,0,0,0,0,0,1,0,GSC World Publishing,4.99,False,GSC Game World,2006
4920.0,1,0,0,0,0,1,0,0,0,0,1,0,Unknown Worlds Entertainment,9.99,False,Unknown Worlds Entertainment,2012
6000.0,1,0,0,0,0,0,0,0,0,0,0,0,"LucasArts, Lucasfilm, Disney Interactive",9.99,False,LucasArts,2005
6010.0,0,1,0,0,0,0,0,0,0,0,0,0,"LucasArts, Lucasfilm, Disney Interactive",5.99,False,LucasArts,1992
6020.0,1,0,0,0,0,0,0,0,0,0,0,0,"LucasArts, Aspyr (Mac), Lucasfilm, Disney Interactive",9.99,False,"Raven Software,Aspyr (Mac)",2003
6030.0,1,0,0,0,0,0,0,0,0,0,0,0,"LucasArts, Aspyr (Mac), Lucasfilm, Disney Interactive",9.99,False,"Raven Software,Aspyr (Mac)",2003
6040.0,0,1,0,0,0,0,0,0,0,0,0,0,LucasArts,5.99,False,LucasArts,1995
6060.0,1,0,0,0,0,0,0,0,0,0,0,0,"Lucasfilm, LucasArts, Disney Interactive",9.99,False,Pandemic Studios,2005
6080.0,1,1,0,0,0,0,0,1,1,0,1,0,LucasArts,9.99,False,Frontier,2007
6090.0,1,0,0,0,0,0,0,0,0,0,0,0,"LucasArts, Lucasfilm, Disney Interactive",5.99,False,Planet Moon Studios,2003
6120.0,1,0,0,0,0,1,0,0,0,0,0,0,Klei Entertainment,9.99,False,Klei Entertainment,2010
6200.0,0,0,0,0,0,0,0,0,0,0,1,0,Strategy First,4.99,False,Sick Puppies,2003
6210.0,0,0,0,0,0,0,0,0,0,0,1,0,Strategy First,4.99,False,Deepred,2006
6220.0,0,0,0,0,0,0,0,1,0,0,0,0,Strategy First,7.49,False,Bugbear Entertainment,2005
6250.0,1,0,0,0,0,0,0,0,0,0,1,0,Strategy First,4.99,False,Muzzy Lane,2007
6300.0,0,1,0,0,0,0,1,0,0,0,0,0,Funcom,19.99,False,Funcom,2006
6310.0,1,1,0,0,0,0,1,0,0,0,0,0,Funcom,9.99,False,Funcom,2000
6370.0,1,0,0,0,1,0,0,0,0,0,0,0,Stunlock Studios,0.0,False,Stunlock Studios,2011
6400.0,1,0,0,0,0,0,0,0,0,0,1,0,HD Publishing,9.99,False,Most Wanted Entertainment,2006
6420.0,0,0,0,0,0,1,0,0,1,0,1,0,THQ Nordic,9.99,False,"Mithis Games,THQ Nordic",2004
6510.0,1,1,0,0,0,0,0,0,0,0,0,0,Capcom,14.99,False,"CAPCOM Co., Ltd.",2007
6550.0,1,0,0,0,0,0,0,0,0,0,0,0,Capcom,19.99,False,"CAPCOM Co., Ltd.",2006
6800.0,1,0,0,0,0,0,0,0,0,0,0,0,Merge Games,4.99,False,Pyro Studios,1998
6810.0,1,0,0,0,0,0,0,0,0,0,0,0,Merge Games,4.99,False,Pyro Studios,1999
6830.0,1,0,0,0,0,0,0,0,0,0,0,0,Merge Games,4.99,False,Pyro Studios,2002
6840.0,1,0,0,0,0,0,0,0,0,0,0,0,Merge Games,4.99,False,Pyro Studios,2003
6850.0,1,0,0,0,0,0,0,0,0,0,0,0,Io-Interactive A/S,6.99,False,Io-Interactive A/S,2002
6860.0,1,0,0,0,0,0,0,0,0,0,0,0,Io-Interactive A/S,8.99,False,Io-Interactive A/S,2006
6870.0,1,0,0,0,0,0,0,0,0,0,0,0,Square Enix,6.99,False,Eidos Interactive,2007
6880.0,1,0,0,0,0,0,0,0,0,0,0,0,Square Enix,6.99,False,Avalanche Studios,2006
6900.0,1,0,0,0,0,0,0,0,0,0,0,0,Io-Interactive A/S,6.99,False,Io-Interactive A/S,2000
6910.0,1,0,0,0,0,0,0,0,0,0,0,0,Square Enix,6.99,False,Ion Storm,2000
6920.0,1,0,0,0,0,0,0,0,0,0,0,0,Square Enix,6.99,False,Ion Storm,2004
6980.0,1,0,0,0,0,0,0,0,0,0,0,0,Square Enix,8.99,False,Ion Storm,2004
7000.0,1,1,0,0,0,0,0,0,0,0,0,0,Square Enix,6.99,False,Crystal Dynamics,2006
7010.0,1,0,0,0,0,0,0,0,0,0,0,0,Square Enix,5.99,False,Crystal Dynamics,2005
7020.0,1,0,0,0,0,0,0,0,0,0,0,0,Rebellion,9.99,False,Rebellion,2006
7110.0,0,0,0,0,0,0,1,0,0,0,0,0,"BioWare Corporation, Electronic Arts",14.99,False,BioWare Corporation,2007
7200.0,0,0,0,0,0,0,0,1,0,0,0,0,Ubisoft,29.99,False,Nadeo,2008
7210.0,0,1,0,0,0,0,0,0,0,0,0,0,Focus Home Interactive,9.99,False,Pendulo Studios,2003
7220.0,0,1,0,0,0,0,0,0,0,0,0,0,Focus Home Interactive,9.99,False,Pendulo Studios,2007
7260.0,0,0,0,0,0,0,1,0,0,0,0,0,Focus Home Interactive,9.99,False,Cyanide Studios,2007
7340.0,0,0,1,0,0,1,0,0,0,0,0,0,Big Fish Games,9.99,False,Big Fish Games,2008
7510.0,1,1,0,0,0,0,1,0,0,0,0,0,Topware Interactive,9.99,False,Gaijin Entertainment,2009
7520.0,0,0,0,0,0,0,1,0,0,0,0,0,"Topware Interactive, ACE",19.99,False,Reality Pump Studios,2011
7530.0,0,0,0,0,0,0,0,0,0,0,1,0,Topware Interactive,9.99,False,Reality Pump Studios,2011
7600.0,0,0,0,0,0,0,0,0,0,0,1,0,"2K Games, Feral Interactive (Mac)",9.99,False,"Firaxis Games,Feral Interactive (Mac)",2006
7610.0,0,0,0,0,0,0,0,0,0,0,1,0,2K Games,9.99,False,PopTop,2003
7620.0,0,0,0,0,0,0,0,0,0,0,1,0,2K Games,4.99,False,PopTop,1998
7650.0,0,0,0,0,0,0,0,0,0,0,1,0,2K Games,4.99,False,"MicroProse Software, Inc",1995
7660.0,0,0,0,0,0,0,0,0,0,0,1,0,2K Games,4.99,False,"MicroProse Software, Inc",1997
7670.0,1,0,0,0,0,0,1,0,0,0,0,0,2K Games,19.99,False,"2K Boston,2K Australia",2007
7730.0,0,0,0,0,0,0,0,0,0,0,1,0,2K Games,4.99,False,"MicroProse Software, Inc",1998
7760.0,0,0,0,0,0,0,0,0,0,0,1,0,2K Games,4.99,False,"MicroProse Software, Inc",1993
7770.0,0,0,0,0,0,0,0,0,0,0,1,0,2K Games,4.99,False,"MicroProse Software, Inc",2001
7830.0,0,0,0,0,0,0,0,0,0,0,1,0,"1C Company, 1C-SoftClub",4.99,False,Best Way,2009
7840.0,0,0,0,0,0,0,0,1,0,0,0,0,1C Company,2.99,False,Sky Fallen,2009
7860.0,1,0,0,0,0,0,0,0,0,0,0,0,1C Company,4.99,False,The Farm 51,2009
7940.0,1,0,0,0,0,0,0,0,0,0,0,0,"Activision, Aspyr (Mac)",19.99,False,"Infinity Ward,Aspyr (Mac)",2007
8000.0,1,1,0,0,0,0,0,0,0,0,0,0,"Square Enix, Feral Interactive (Mac)",8.99,False,"Crystal Dynamics,Feral Interactive (Mac)",2007
8080.0,1,0,0,0,0,0,0,0,0,0,0,0,Square Enix,6.99,False,IO Interactive,2007
8100.0,1,0,0,0,0,0,0,0,0,0,0,0,Square Enix,5.99,False,Pivotal Games,2008
8140.0,1,1,0,0,0,0,0,0,0,0,0,0,Square Enix,8.99,False,Crystal Dynamics,2008
8170.0,1,0,0,0,0,0,0,0,0,0,1,0,Square Enix,8.99,False,Eidos Studio Hungary,2009
8190.0,1,1,0,0,0,0,0,0,0,0,0,0,Square Enix,14.99,False,Avalanche Studios,2010
8200.0,1,1,0,0,0,0,0,0,0,0,0,0,Telltale Games,19.99,False,Telltale Games,2006
8210.0,1,1,0,0,0,0,0,0,0,0,0,0,Telltale Games,19.99,False,Telltale Games,2006
8220.0,1,1,0,0,0,0,0,0,0,0,0,0,Telltale Games,19.99,False,Telltale Games,2007
8230.0,1,1,0,0,0,0,0,0,0,0,0,0,Telltale Games,19.99,False,Telltale Games,2007
8240.0,1,1,0,0,0,0,0,0,0,0,0,0,Telltale Games,19.99,False,Telltale Games,2007
8250.0,1,1,0,0,0,0,0,0,0,0,0,0,Telltale Games,19.99,False,Telltale Games,2007
8260.0,0,1,0,0,0,0,0,0,0,0,0,0,Telltale Games,19.99,False,Telltale Games,2007
8270.0,0,1,0,0,0,0,0,0,0,0,0,0,Telltale Games,19.99,False,Telltale Games,2008
8280.0,0,1,0,0,0,0,0,0,0,0,0,0,Telltale Games,19.99,False,Telltale Games,2008
8290.0,0,1,0,0,0,0,0,0,0,0,0,0,Telltale Games,19.99,False,Telltale Games,2008
8300.0,0,1,0,0,0,0,0,0,0,0,0,0,Telltale Games,19.99,False,Telltale Games,2008
8310.0,0,1,0,0,0,0,0,0,0,0,0,0,Telltale Games,9.99,False,Telltale Games,2005
8320.0,0,1,0,0,0,0,0,0,0,0,0,0,Telltale Games,9.99,False,Telltale Games,2006
8330.0,0,0,1,0,0,0,0,0,0,0,0,0,Telltale Games,2.99,False,Telltale Games,2005
8340.0,0,1,0,0,0,0,0,0,0,0,0,0,Telltale Games,19.99,False,Telltale Games,2008
8400.0,0,0,1,0,0,0,0,0,0,0,0,0,Activision,3.99,False,Bizarre Creations,2007
8500.0,1,0,0,0,1,0,1,0,0,0,1,0,CCP,0.0,False,CCP,2003
8600.0,0,0,0,0,0,0,0,1,0,0,0,0,SimBin,3.99,False,SimBin,2007
8650.0,0,0,0,0,0,0,0,1,0,0,0,0,SimBin,39.99,False,SimBin,2008
8660.0,0,0,0,0,0,0,0,1,0,0,0,0,SimBin,7.99,False,SimBin,2008
