item_id,user_id,recommend
730,76561198074200011,True
570,L1J1N,True
311560,Lord_Exploit,True
322170,Lord_Exploit,True
48240,AVATAR715,False
440,AVATAR715,True
248570,AVATAR715,True
264140,AVATAR715,True
4000,AVATAR715,True
266430,AVATAR715,True
316010,AVATAR715,True
249570,AVATAR715,True
240,76561198078752187,True
304930,A-Very-Sly-Person,True
440,A-Very-Sly-Person,True
264200,76561197994493402,True
440,76561197994493402,True
383080,76561198065656175,True
301520,97396295,True
243870,97396295,True
218230,97396295,False
251570,76561198126640317,True
221100,76561198126640317,True
316010,76561198126640317,True
218230,76561198126640317,True
333930,76561198126640317,True
222880,76561198126640317,True
730,76561198126640317,True
55230,DemonicWolvz,True
232090,DemonicWolvz,True
4000,DemonicWolvz,True
206420,DemonicWolvz,True
224260,DemonicWolvz,True
550,DemonicWolvz,True
346110,DieMadchenschanderin,True
380770,DieMadchenschanderin,False
227680,DieMadchenschanderin,False
233250,GGargula,True
730,getf0kinn0sc0pedm9,True
730,76561198141443390,True
730,whodafuqisthisguilao,True
370480,Magjiikal,True
313740,Magjiikal,True
1840,ohnospaghet,True
440,ohnospaghet,True
266210,ohnospaghet,True
264200,ohnospaghet,True
287700,2768820078,True
377160,2768820078,True
221380,2768820078,True
333950,2768820078,True
222420,2768820078,False
271590,2768820078,True
298110,2768820078,True
222440,2768820078,True
317470,2d4nk4m3,False
47410,2d4nk4m3,True
245620,76561198095921854,True
70,EizanAratoFujimaki,True
274980,TeCool,True
202090,TeCool,True
339280,TeCool,True
314130,TeCool,False
570,2xDelorean,True
212680,2xDelorean,True
200210,2xDelorean,True
440,2xDelorean,True
417860,washington_,True
251970,jewxxl,True
304930,76561198088944293,True
400,76561198092540221,True
620,76561198092540221,True
238460,76561198092540221,True
6060,76561198092540221,True
440,76561198092540221,True
730,76561198051258119,True
265610,nubquake123,True
31280,Pyromanic,True
4000,Pyromanic,True
240,Pyromanic,True
252490,CobRazor,True
8930,relesprit,True
304930,WitchHunter4542,True
237310,WitchHunter4542,True
224260,WitchHunter4542,True
230410,pwrt,True
440,pwrt,True
440,wantmahbody,True
570,benedictcuminherbatch,True
8930,76561198031207016,True
105600,76561198043458582,True
221100,76561198043458582,True
107410,76561198043458582,True
231430,76561198043458582,True
218620,smashiroshh,True
570,killbunny38,True
333930,killbunny38,False
230410,76561198047630659,False
271590,1337lolroflmao,True
218620,1337lolroflmao,True
219740,1337lolroflmao,True
7940,1337lolroflmao,True
234190,1337lolroflmao,True
10180,1337lolroflmao,True
33900,1337lolroflmao,True
261030,1337lolroflmao,True
243470,1337lolroflmao,True
302830,sithjjf,False
570,76561198060039459,False
212680,OzfurAtlas,True
304930,76561198065593074,False
304050,76561198065593074,True
203750,76561198065593074,True
227940,76561198044169764,False
355180,76561198044169764,False
4000,76561198044169764,True
236390,euzi,True
730,76561197961778802,True
440,thisissohardtomakeoneup,True
4000,76561198087010391,True
302830,66666669999999,False
220200,76561198061174192,True
242760,76561198061174192,True
352460,ReMiXOfficalSteam,True
322920,Wilfire77,True
234792,76561198084390807,True
252490,76561198084390807,True
304050,Mastic,False
550,Mastic,True
206420,Mastic,True
10180,76561198028286104,True
304930,tarjla,True
265750,tarjla,True
252490,tarjla,True
4000,tarjla,True
211820,tarjla,True
105600,tarjla,True
730,tarjla,True
276340,deathnz1,True
304930,76561198104393251,True
274920,redsncrimson,True
211820,redsncrimson,True
49520,redsncrimson,True
223510,redsncrimson,True
440,redsncrimson,True
240,H1DD3NT3RR0R,True
105600,H1DD3NT3RR0R,True
204300,H1DD3NT3RR0R,True
730,H1DD3NT3RR0R,True
440,H1DD3NT3RR0R,False
570,H1DD3NT3RR0R,True
268750,76561198071214618,True
570,76561198115115631,True
570,76561198071175142,True
271590,76561198071175142,True
360870,t8s,True
730,t8s,True
12900,pikawuu2,True
301520,Sammeh00,True
6060,Michaelele,True
730,Michaelele,True
107410,Michaelele,True
304930,Michaelele,True
335670,76561198045754869,True
215080,76561198076098774,True
570,76561198103253374,True
271590,76561198048417105,True
730,76561198048417105,True
8190,76561198090842891,True
247730,76561198055767971,False
233630,76561197998052647,True
221100,76561198145436942,True
208812,jjas01,False
218620,jjas01,False
243120,jjas01,True
234140,jjas01,True
204450,jjas01,True
225260,jjas01,True
50300,jjas01,True
201810,jjas01,True
500,3xotic26,True
440,3xotic26,True
49520,3xotic26,True
550,3xotic26,True
206420,iamthetrashlord,True
213670,iamthetrashlord,True
550,3dster,True
231040,76561198079990063,True
221100,Forty-Nine,True
351040,76561198051017916,True
250600,76561198051017916,True
221100,L4M1NAS,True
264710,76561197995322437,True
218620,imsojipper,True
206420,76561198084542731,True
47790,76561198084542731,True
570,76561198103671881,True
346110,mrpfresh,True
440,GamerFag,True
70,GamerFag,True
420,GamerFag,True
380,GamerFag,True
220,GamerFag,True
1250,GamerFag,True
339230,EHS-R3AP3R,False
349700,EHS-R3AP3R,True
226700,EHS-R3AP3R,True
209160,EHS-R3AP3R,True
219990,chidori_647,True
213670,chidori_647,True
21100,chidori_647,False
8190,chidori_647,True
215470,chidori_647,False
730,76561198092227136,True
1250,76561198092227136,True
4000,hellcat59,True
401650,76561198007584361,True
35450,tbimperator,True
230410,Allahu_Akbar666,True
304930,Allahu_Akbar666,False
290020,ulramite,True
248860,ulramite,True
226700,-GM-Dragon,False
244850,-GM-Dragon,True
298260,76561198054040292,True
370240,76561198078799606,False
730,76561198078799606,True
233450,76561198078799606,True
221260,I_DID_911_JUST_SAYING,True
218620,diabeticfuck,True
419070,diabeticfuck,True
333930,diabeticfuck,False
287700,diabeticfuck,True
302830,76561198054465623,False
24240,76561198054465623,True
39800,76561198054465623,True
250600,76561198054465623,True
105600,76561198054465623,True
113020,76561198054465623,True
440,aaropro,True
238960,abiam,True
310370,FrankoWalker,True
260410,FrankoWalker,True
236390,FrankoWalker,True
221100,LightfootSword7,False
248820,SALTTHEW0UND,True
730,SALTTHEW0UND,True
550,SALTTHEW0UND,True
204030,SALTTHEW0UND,True
440,SALTTHEW0UND,True
383080,SALTTHEW0UND,True
304930,express157,True
242760,76561198074644990,True
207230,76561198074644990,True
9180,76561198074644990,False
730,76561198064304806,True
10150,TomoeMamiewe,True
214950,76561198057086148,True
218620,Acidius99,True
220240,Acidius99,True
271290,Acidius99,False
313740,acorn13,True
34330,acorn13,True
271590,acorn13,True
291550,AddzyTheBaddzy,True
259080,AddzyTheBaddzy,True
233250,mrfunkyjunkie,True
256350,mrfunkyjunkie,True
249380,mrfunkyjunkie,True
391540,76561198167207237,True
265930,76561198167207237,True
620,76561198167207237,True
730,cancerkek,True
10090,76561198073508075,True
218680,76561198073508075,True
22370,advenger95,True
307690,advenger95,True
72850,advenger95,True
1250,EndAtHallow,True
440,76561198063624801,True
440,aeryal,True
570,76561198070263209,True
248610,76561198015968275,True
208090,Agiegamma,True
250340,76561198082614708,True
244850,Agronoth,True
221640,Agronoth,True
104900,Agronoth,True
105600,Agronoth,True
9450,Agronoth,False
262410,UnholyFallenAngel,True
222940,UnholyFallenAngel,True
221040,UnholyFallenAngel,True
221100,76561198068565589,True
286570,76561198068565589,True
263440,76561198068565589,False
4000,SlutOnTheSpit,True
223710,WestyGaming,True
317360,NaruseAiria,True
108600,NaruseAiria,True
259080,NaruseAiria,True
208520,NaruseAiria,True
239660,76561198067713802,True
304930,76561198067713802,True
4000,Alex680,True
295270,alansiulun,True
265930,alansiulun,True
283920,Albolah,True
440,Albolah,True
294650,Albolah,True
233720,76561198003056556,True
12120,maxpaynepillkiller,True
55230,maxpaynepillkiller,True
227860,AlexNoClutch,False
218620,Alexwai04,True
208090,76561198095481910,True
228280,AlkalineDeath,True
240760,AlkalineDeath,True
226700,76561198075935236,True
250900,76561198075935236,True
35450,mintifreshbadger,True
212680,AlpacaRevolution,True
346110,AlpacaRevolution,False
205100,76561198071952798,True
570,76561198009001563,True
271290,76561198016753953,True
570,76561198016753953,True
346010,smegmyfoodle,True
239250,smegmyfoodle,True
313120,76561198057869849,True
211820,76561198058836921,True
218620,lol_ursuchanoob,True
12210,lol_ursuchanoob,True
220240,lol_ursuchanoob,True
17300,lol_ursuchanoob,True
206440,AMV72,True
209100,AMV72,False
209000,AMV72,True
218060,AMV72,True
24240,AMV72,True
440,76561198069170979,True
730,76561198132540690,True
220200,76561198132540690,True
113020,711armageddoncarmageddon,True
105600,711armageddoncarmageddon,True
9480,711armageddoncarmageddon,True
22230,Andraison,True
203770,76561198055790408,True
550,76561198069560699,True
259080,76561198069560699,True
72850,76561198069560699,True
8870,76561198069560699,True
230410,76561198099625419,True
200260,76561198099625419,True
19900,76561198099625419,True
241540,76561198099625419,True
220,76561198099625419,True
227940,76561198084032274,False
236390,76561198084032274,False
17390,Angrovar,True
359320,Angrovar,True
317360,AngryAinsley,True
253030,AngryAinsley,True
295110,AngryAinsley,True
264710,AngryAinsley,True
274310,uradumbtit,True
4000,uradumbtit,True
730,IKillNoobsFirst,True
344770,76561198037888300,True
22380,1234865654,True
9900,76561198084123358,True
107410,Apachehavoc,False
221640,ApexNZ,True
202170,ApexNZ,True
49520,ApexNZ,True
245490,ApexNZ,True
313120,ApexNZ,True
113020,76561198039441595,False
319510,76561198039441595,False
20,76561198039441595,False
209080,76561198039441595,False
223470,76561198039441595,False
417860,76561198039441595,True
269250,76561198039441595,True
313740,76561198039441595,False
8190,76561198039441595,True
377160,76561198036687918,True
730,benjamin27,True
244850,benjamin27,True
212500,AppoGetsSuperAdmin,True
570,AppoGetsSuperAdmin,False
104900,AppoGetsSuperAdmin,True
219990,76561198049916759,True
293260,76561198049916759,True
214420,XABLAUziitu,False
105600,XABLAUziitu,True
440,XABLAUziitu,True
200210,XABLAUziitu,True
218130,76561198012909706,True
252490,dragonchief,False
218230,76561198040530605,True
104900,76561198040530605,True
440,76561198040530605,True
240,76561198040530605,True
8980,76561197974500703,True
31270,76561197974500703,True
113200,76561197974500703,True
8190,76561197974500703,True
43000,76561197974500703,True
18700,76561197974500703,False
98800,76561197974500703,True
107100,76561197974500703,True
630,76561197974500703,True
57300,76561197974500703,True
213670,76561198047185525,True
218620,76561198047185525,True
226620,76561198047185525,True
570,bilyitu,True
730,bilyitu,True
105600,76561198021244661,True
209870,76561198088538797,True
265630,deployablearchnagel,True
401920,rotflmaoman,True
440,armouredmarshmallow,True
346900,armouredmarshmallow,True
630,armouredmarshmallow,True
70,76561198020928326,True
8500,Array71,False
244850,Array71,True
221100,76561198039874575,True
99900,arronlim13,True
250900,ARTHERDUNGER10,True
211820,Mackus1011,True
380600,Mackus1011,True
22380,Mackus1011,True
252490,Mackus1011,True
2450,76561198041877981,False
241540,76561198041877981,True
107410,darkmassieh,True
230190,darkmassieh,True
391270,darkmassieh,True
301520,darkmassieh,True
227680,darkmassieh,False
246420,asianturtlefrenzy,True
289130,asianturtlefrenzy,True
234630,asianturtlefrenzy,True
249050,asianturtlefrenzy,True
418340,asianturtlefrenzy,True
223850,asianturtlefrenzy,True
263020,asianturtlefrenzy,True
287980,asianturtlefrenzy,True
245550,asianturtlefrenzy,True
570,blowjobsfurdayzandgayz,True
417860,blowjobsfurdayzandgayz,True
96100,blowjobsfurdayzandgayz,False
4000,76561198082992295,True
570,76561198082992295,True
440,76561198082992295,True
80,LaLocaDeLosDulces,True
56400,76561198064352761,True
72850,assassin_warman,True
105600,assassin_warman,True
219150,assassin_warman,True
218620,assassin_warman,True
440,assassin_warman,True
385770,Astrelt,True
252630,Astrelt,True
212200,Astrelt,True
218680,Astrelt,True
230410,Astrelt,True
4000,Astrelt,True
346900,Astrelt,True
440,Astrelt,True
387860,Astrelt,True
221640,Astrelt,True
218620,Swish0009,True
203160,Swish0009,True
230410,Swish0009,True
219640,Swish0009,True
213850,Swish0009,True
72850,Aurora99,True
730,Aurora99,True
105600,Aurora99,True
550,Aurora99,True
369580,Aurora99,True
282440,Aurora99,False
1250,Aurora99,True
440,Aurora99,True
8400,Aurora99,True
271590,76561198053071988,False
225640,76561198083375450,True
113420,76561198083375450,True
226700,76561198083375450,False
377160,76561198083375450,True
421770,76561198083375450,False
239220,76561198083375450,True
224600,76561198083375450,True
440,76561198078730600,True
243870,auzmoz,True
320,auzmoz,True
8500,auzmoz,True
289130,auzzie_96,True
202970,fatrangacuntnolifevirgin,True
20920,76561198064150679,True
265930,76561198110293299,True
346110,76561198110293299,True
304930,76561198110293299,True
236390,76561198110293299,True
268650,de_triggered,True
224540,de_triggered,True
219640,de_triggered,True
233450,de_triggered,True
440,de_triggered,True
4000,de_triggered,True
236390,de_triggered,True
215530,Azrafael,True
251570,76561198076301023,True
55230,hoarbiscuit,True
259700,bohgeraltofrivia,True
261640,bohgeraltofrivia,True
730,TeH-B-Rad,True
440,TeH-B-Rad,True
221100,BAW_Killer,True
287700,BAW_Killer,False
359550,BAW_Killer,False
22380,gamerdude7892,True
570,2ez4medick,True
4000,BBBirb,True
570,AgentXiri,True
310380,76561197998761331,True
4000,76561198096750939,True
230410,crispymemesmantheyremyfavourite,True
383980,crispymemesmantheyremyfavourite,True
304050,crispymemesmantheyremyfavourite,True
212680,crispymemesmantheyremyfavourite,True
391460,76561198074409406,False
346010,H-Alo,True
107410,420Blz,True
200210,76561198076548816,True
226700,76561198076548816,True
113020,76561198076548816,True
219740,76561198076548816,True
221100,chillrend,True
393010,chillrend,True
208090,chillrend,True
440,chillrend,True
440,Gborges,True
218230,lukeyturley,True
570,76561198095142204,True
8400,BOB_200,True
359290,76561198070735033,False
10500,76561198018560501,True
265630,76561198069458790,True
440,76561198069458790,True
218620,76561198051148175,True
220240,76561198047208452,True
113200,76561198047208452,True
239160,generalale,True
220240,generalale,True
440,generalale,True
630,brendoboy,True
218620,brendoboy,False
208090,brendoboy,False
230410,brendoboy,True
322330,brendoboy,True
1250,brendoboy,True
200210,76561198071234254,True
238460,76561198071234254,True
730,76561198071234254,True
105600,76561198071234254,True
440,76561198071234254,True
295110,76561197988934555,True
301520,76561197988934555,True
346560,Infixation,True
328220,Infixation,True
256410,Infixation,True
730,Infixation,True
252490,Infixation,True
203160,Infixation,True
39120,Infixation,True
239070,76561198047304525,True
91310,76561197994969639,True
730,JuanManSnipez,True
265770,Ben_Andy,False
105600,Ben_Andy,True
10,Bennysaputra,True
730,76561198067021476,True
310380,76561198045071942,True
304930,Bhappiikhat,True
570,Ahahahahahahahahahahahahahahaha,False
295110,BITCHPLESE,True
319630,BITCHPLESE,True
220,Too_1337,True
4000,Too_1337,True
48700,kinglemon1222,True
255710,76561198030636321,True
4000,IJustWantedToTalk,True
304930,IJustWantedToTalk,True
247730,IJustWantedToTalk,False
263280,76561198034643189,True
730,LlamasInNigjamas,True
369200,mavros88,False
288470,mavros88,True
209870,mavros88,True
216250,mavros88,True
50300,mavros88,True
333930,Hummingsenpai,True
10680,CHAAANG,True
238320,CHAAANG,True
440,76561198077586769,True
300570,bitmat,True
201420,bitmat,True
220240,bitmat,True
211420,bitmat,True
238260,76561198028483487,True
206210,Ghoster09,True
570,Ghoster09,True
440,Ghoster09,True
6060,76561198081496844,True
440,180577,True
4000,Barridos,True
248820,76561197988863895,True
221100,76561198042728201,True
202970,76561198042728201,True
4000,hbk1462,True
570,76561198088724903,True
344760,76561198057521157,True
251570,76561198057521157,True
290080,76561198057521157,False
313120,76561198057521157,True
222880,76561198057389499,True
252950,76561198057389499,True
4000,76561198057389499,True
440,76561198057389499,True
237930,FHK,True
570,76561198030735076,True
339610,76561198030735076,False
293780,Bluegills,True
20530,Bluegills,True
208090,Bluegills,True
57300,Bluegills,True
39150,Bluegills,True
70,Bluegills,True
13210,Bluegills,True
22120,Bluegills,True
204100,76561197970931849,True
319740,76561197970931849,False
244050,rrbr,False
270370,rrbr,True
33930,13lazer,True
352460,76561198044344399,True
251570,76561197999613236,True
271590,76561197999613236,True
24860,76561197999613236,True
333950,76561197999613236,True
72850,RespekPlox,True
333930,76561198062288797,True
346010,76561198062288797,True
730,bobseagull,True
49520,bobseagull,True
242720,bobseagull,False
238460,bobseagull,True
251630,bobseagull,True
220240,bobseagull,True
4000,bobseagull,True
346110,bokkkbokkk,True
346110,bokkkbokkk,True
4000,Bonesdontrattlethem,True
218620,76561198062403736,True
550,76561198073642113,True
218620,76561198073642113,True
55140,76561198073642113,True
730,76561198211433640,True
318430,ilyjoepoe,True
570,Mantrouminati,True
440,hididdlyhoe,True
230410,76561198027225504,True
218620,76561198027225504,True
323470,76561198027225504,True
271290,76561198027225504,True
630,76561198027225504,True
10680,76561198027225504,True
334230,dicksoutforboromir,True
48700,dicksoutforboromir,True
224260,dicksoutforboromir,True
730,probotsteve,False
243470,76561197977543317,False
225260,BrutalLegend69,True
45730,76561198007539695,False
99400,76561198007539695,False
96100,76561198064026657,True
1250,76561198064026657,True
213650,76561198024450886,True
340050,saint556,True
234190,saint556,True
261880,saint556,True
230840,saint556,True
263760,saint556,True
233190,saint556,True
220780,brettebear,True
730,metiqu,True
440,Brianseb,True
237740,spike_heart,True
48700,brocky0405,True
383080,brocky0405,True
363970,brocky0405,True
730,brocky0405,True
440,brocky0405,True
212180,brocky0405,True
72850,76561198046094676,True
4560,76561198046094676,True
203770,76561198046094676,True
17700,76561198046094676,True
25890,76561198046094676,True
8930,Vladimirputinisgreatman,True
730,Br0wni3,True
200210,76561198093381429,True
10090,76561198110065267,True
41300,76561198059167106,True
268750,76561198105270589,True
304930,76561198105270589,True
4000,76561198105270589,True
440,76561198105270589,True
291550,Trutle,True
224760,Trutle,True
219640,Trutle,True
322910,BugsyBro,True
6060,BugsyBro,True
291480,BugsyBro,False
4000,BugsyBro,True
274940,76561198074561346,True
8980,76561198074561346,True
730,76561198074561346,True
266840,76561198074561346,True
344760,76561198074561346,True
72850,76561198074561346,True
440,76561198074561346,True
246620,76561198094074209,True
226700,76561198094074209,True
393420,76561198094074209,True
208090,76561198087011672,True
237870,busternut,True
224540,busternut,True
248570,busternut,True
12120,busternut,True
221100,76561198075981950,True
570,76561198075981950,True
1840,Butteryyy,True
105600,76561198079326390,True
301520,76561198079326390,False
292030,76561198142749308,True
298110,76561198142749308,True
252490,897w463824638109276,True
440,897w463824638109276,True
72200,Butterz,True
252490,8789568,True
230410,76561198112547239,True
305620,ByzGirl,True
239030,ByzGirl,True
200210,C14M8S,True
620,C14M8S,True
211820,C14M8S,True
570,C14M8S,False
42910,C14M8S,False
219640,C14M8S,False
550,C14M8S,False
99900,C14M8S,False
240,C14M8S,True
218620,C14M8S,True
211820,1122305938,True
8870,1122305938,True
24860,1122305938,True
250420,1122305938,False
238960,76561198069050565,True
246280,76561198069050565,False
220200,Cabey64,True
440,Cabey64,True
2700,Cabey64,True
94400,Cabjoy,True
42910,Stormaggen,True
238010,gusvu,True
241930,gusvu,True
374301,Punixa,True
366660,Punixa,True
207140,Punixa,True
259080,Punixa,True
302590,76561198044402508,True
242880,76561198081987102,True
107100,76561198081987102,True
22380,76561197996741396,True
440,calii,True
209080,76561198084718144,True
56400,76561198077034833,True
49600,calypto52,True
109600,camduman,True
440,camduman,True
233720,camquarter,True
205350,aquelecaraqfazaquilo,False
330840,aquelecaraqfazaquilo,True
218230,aquelecaraqfazaquilo,False
19000,aquelecaraqfazaquilo,True
242050,aquelecaraqfazaquilo,True
218620,aquelecaraqfazaquilo,False
323500,aquelecaraqfazaquilo,True
12210,aquelecaraqfazaquilo,True
50650,aquelecaraqfazaquilo,True
206420,aquelecaraqfazaquilo,True
4000,76561198079009374,True
267750,76561197992910116,True
259720,76561197992910116,True
293920,76561197992910116,True
248310,76561197992910116,True
49520,76561197992910116,True
238430,76561197992910116,True
220240,jonjon4351,True
22380,76561198008551473,True
201810,76561198008551473,True
72850,ThePyrite99,True
221100,76561198062276935,False
730,76561198062276935,True
10680,76561198062276935,True
252490,76561198048121243,True
49520,76561198048121243,True
219640,76561198048121243,True
570,CAPTAINVRITRAS,True
391540,ConkerBirdy,True
239140,ConkerBirdy,True
346010,ConkerBirdy,True
105600,76561198078194423,True
4000,76561198067657905,True
417860,76561198070072786,True
265930,76561198070072786,True
400,76561198070072786,True
730,76561197966764681,True
305620,76561198007988939,True
348960,ca_ra_cal,True
220200,76561198067721589,True
304930,76561198067721589,True
440,76561197996092338,True
4000,carouserwhite,True
17520,carouserwhite,True
109400,carouserwhite,True
252490,76561198045631910,True
4920,76561198078670623,True
287920,Lord_Casso,True
323370,Lord_Casso,True
48700,76561198070087725,True
70000,fsfs546hd,True
244410,76561198045283919,True
31280,76561198081438874,False
17480,76561198072411281,True
332800,76561198072411281,True
319510,76561198072411281,True
105600,76561198072411281,True
105450,76561198032143135,True
107410,CrazyGiraffe71,True
225260,chalkmetal,True
239350,kggj,True
219150,kggj,True
222880,asdasdfsadgdfhfgjggj,True
4000,asdasdfsadgdfhfgjggj,True
440,elheat,True
230410,ElementalGodChaos,True
39000,ElementalGodChaos,True
570,ElementalGodChaos,True
263500,ElementalGodChaos,True
440,ElementalGodChaos,False
20500,ElementalGodChaos,True
249650,76561197971917242,True
730,melonmaniac,True
440,melonmaniac,True
105600,76561198048491595,True
730,76561198074108172,True
200510,charmaps5,True
221180,mexz1999,True
313740,mexz1999,True
301520,IchMasKung,True
227940,IchMasKung,False
35450,IchMasKung,True
302830,IchMasKung,True
219740,HoxtonPleaseDontSueMe,True
242760,HoxtonPleaseDontSueMe,True
40800,HoxtonPleaseDontSueMe,True
113200,HoxtonPleaseDontSueMe,True
440,HoxtonPleaseDontSueMe,True
252490,76561198051215704,True
8870,76561198051215704,True
203160,76561198051215704,True
99900,76561198074291619,True
72850,cheetahpocalypse,True
440,cheetahpocalypse,True
393420,Axzothrift,True
304930,harharharharhar,True
227940,chicken_tonight,True
313120,chicken_tonight,True
220200,chicken_tonight,True
285900,chicken_tonight,True
1840,chicken_tonight,True
206190,chicken_tonight,True
268650,chicken_tonight,True
304930,chicken_tonight,True
223670,chicken_tonight,True
107100,chidvd,True
420,chidvd,True
400,chidvd,True
239720,chidvd,True
224060,chidvd,True
376560,chidvd,True
290750,chidvd,True
220,chidvd,True
230410,76561198056960847,True
243870,76561198056960847,True
25890,76561198097450390,False
4000,76561198097450390,True
42960,76561198097450390,True
304930,76561198097450390,False
265930,aerpub,True
236090,aerpub,True
301520,76561198078733772,True
105600,76561198061273070,True
17080,SmeshDoge,True
218230,SmeshDoge,True
440,SmeshDoge,True
730,SmeshDoge,True
49520,SmeshDoge,True
6860,SmeshDoge,True
730,76561198037342853,True
204360,76561198062869989,True
570,76561198062869989,True
730,76561198062869989,True
206210,76561198062869989,True
730,harrisonnorris,True
4000,76561198142474106,True
363620,76561198142474106,False
397340,76561198142474106,True
107410,76561198142474106,False
206420,Los_Shmurdos,True
107410,ciborg2000,True
203290,ciborg2000,False
304050,ciborg2000,True
620,ciborg2000,True
33930,Mikinmash,True
440,76561198060510583,True
22380,Norf_Norf,True
6020,Norf_Norf,True
224260,Norf_Norf,True
221100,Norf_Norf,True
35450,Norf_Norf,True
105600,Norf_Norf,True
4000,Norf_Norf,True
211820,Norf_Norf,False
4000,76561198041840982,True
319510,76561198056339034,False
292030,76561198056339034,True
20920,76561198056339034,True
206420,76561198056339034,True
